date;AdrActCnt;BlkCnt;BlkSizeByte;BlkSizeMeanByte;CapMrktCurUSD;DiffMean;FeeMeanNtv;FeeMeanUSD;FeeMedNtv;FeeMedUSD;FeeTotNtv;FeeTotUSD;HashRate;IssContNtv;IssContPctAnn;IssContUSD;IssTotNtv;IssTotUSD;NVTAdj;NVTAdj90;PriceBTC;PriceUSD;ROI1yr;ROI30d;SplyCur;SplyExpFut10yrCMBI;SplyFF;TxCnt;TxTfrCnt;TxTfrValAdjNtv;TxTfrValAdjUSD;TxTfrValMeanNtv;TxTfrValMeanUSD;TxTfrValMedNtv;TxTfrValMedUSD;TxTfrValNtv;TxTfrValUSD;VtyDayRet180d;VtyDayRet30d;VtyDayRet60d
2016-07-31;21395;6029;9557967;1585.33206170177;985971277.8012705;54482543366798.2;0.000623018131652626;0.007442646834412998;0.00042;0.005017368695452932;30.371510899954036;362.8215905310402;3.801342323893;32219.53125;14.2486770725188;384898.2558950416;32219.53125;384898.2558950416;30.66743724;30.170476946637994;0.01911976656281467;11.9461159415546;;-2.6913999764970358;82534882.68698;200037313.334035;80114814.83491948;48749;52215;2691287.24478112;32150429.458182294;89.791881908488;1072.6642318891766;1.01278729;12.098874390472881;4688483.1138517;56009162.86809334;0.08182619349426588;0.06616939971833267;0.08328330423003176
2016-08-17;20012;6009;9207484;1532.28224330171;897376783.217608;61462888119906.6;0.000639707112417127;0.006909692962810054;0.00042;0.004536562104827592;28.701739012835343;310.01719416257265;4.27429342451818;31994.53125;14.0563109880498;345583.75721540995;31994.53125;345583.75721540995;50.24022784;25.581512132206893;0.01882869267915313;10.8013383448276;896.2619581445706;-2.538544265417068;83080147.53073;200998788.381946;80650079.75089948;44867;50142;1653657.85758661;17861718.02637571;55.8199215428436;602.9298589659847;1.00036402515759;10.805270303720759;2798922.5060012643;30232108.988272414;0.07900705084251924;0.09087234297253952;0.07488321515129064
2016-08-21;20155;6084;9002869;1479.76150558843;928749318.354859;63102927461072.7;0.000682073254646237;0.007612994937905893;0.0004216;0.004705709605174052;29.01744247243324;323.87964364353553;4.44616382590527;32699.84375;14.3438110132333;364980.9507164746;32699.84375;364980.9507164746;23.04108963;26.30664382611158;0.019217803612975003;11.1615502969024;697.2535926358856;-24.710701747676065;83209705.96823;201940521.027161;80778278.39388552;42543;49903;3611361.58476679;40308393.96867569;134.464725616313;1500.8347981256582;1.0005722868313;11.16793790515421;6710193.202430856;74896158.93086459;0.07762941638408982;0.08486120073984987;0.07248604149118767
2016-08-31;21843;6073;9340080;1537.96805532686;969501612.3622183;69058725654723.7;0.000654313664359762;0.007594308435173772;0.00042;0.004874740841449458;29.997664256262162;348.1686645192613;4.85514817205046;32138.28125;14.0433014186978;373013.79091277224;32138.28125;373013.79091277224;93.46355377;27.289277456475407;0.020281457825943185;11.6065258129749;753.421015659919;5.446486391432435;83530733.31198;201395453.311592;81099274.34377928;45846;53220;893725.200313675;10373044.607146831;26.6155257794389;308.91378698495646;1.00047191020024;11.612003050895392;1416478.2819817357;16440391.743339354;0.07500126304444174;0.07231214423696415;0.0695291502700465
2016-09-09;20896;6074;11257470;1853.38656568983;977351430.4422415;68267961806404.1;0.000777048091682686;0.009060639200392729;0.00044789343504524;0.005222586424968219;41.89687900736712;488.531544407009;4.79878849528667;32216.875;14.0293148622306;375659.4780472796;32216.875;375659.4780472796;152.90072662;27.28923066770596;0.01871708917010515;11.6603326066628;883.4133934943746;-3.590568280496826;83818486.43698;201340170.932924;81387027.51961929;53918;52319;548188.934680764;6392065.309669856;15.8314248169648;184.59967900318532;1.00011773003944;11.661705378080466;828284.3149987825;9658070.605767664;0.07109089421725456;0.020574531812056897;0.06665056142474632
2016-09-30;17640;6008;8631096;1436.60053262317;1120467013.0044134;83323439950597.6;0.00112342412081757;0.014896264298754975;0.00063;0.008353609589035683;40.25902679362392;533.8225274102559;5.7975294065286;31623.28125;13.6594856024645;419315.15156630526;31623.28125;419315.15156630526;87.70371593;32.938384346402465;0.02177770023086981;13.2596977603741;1925.239187872282;14.243469355413188;84501700.81198;208155411.992841;82070241.89461929;35836;42939;963490.542208908;12775593.384669084;33.7215266975377;447.13725202773605;1.026584649;13.612202171179732;1447968.6348655699;19199626.46481894;0.06784673867882327;0.03516140832090746;0.05638889831863994
2016-11-13;17673;6203;9105772;1467.96259874254;869429333.2578944;64651085122084.9;0.000776829413185593;0.007859708883764143;0.000512850635554;0.005188856945797501;33.92647096206372;343.2570660807257;4.64113283245562;32424.21875;13.7723768009118;328057.76381899393;32424.21875;328057.76381899393;77.96562296;47.871978700902446;0.014379330040977223;10.1176767387493;1049.735993039693;-15.013085789760025;85931716.90573;203837189.163555;83500256.50359154;43673;46022;1102174.44098965;11151444.703644995;41.9737836919344;424.6771748971794;1.00500998;10.1683660968569;1931717.4730702066;19544492.943118006;0.06190022014669124;0.027814460147880644;0.03074661707270086
2016-11-29;3154919;5988;10133825;1692.35554442218;706151763.191957;69010302114794.4;0.00215982321665835;0.017642163047075176;0.000546;0.004459911787876097;101.58944481871404;829.8167810819983;4.78244141542358;32977.96875;13.9236258624982;269375.1493925541;32977.96875;269375.1493925541;78.03434176;41.82717768018348;0.011164322286219809;8.16833660783168;828.2200690717818;-27.30538581977939;86449885.34323;210269575.483043;84018424.84109153;47036;39820;1107844.10293651;9049243.541786743;41.9035087495582;342.2819645156114;1.01253262678197;8.270707321967137;1668597.718407409;13629667.827011656;0.06002216092988741;0.023880394086043612;0.025391989362843866
2016-12-03;19886;6160;8651268;1404.42662337662;683440311.5701953;74252936273638.6;0.000626498179186888;0.004945565215153686;0.000458;0.0036154436577615417;25.910085196639702;204.5337406031708;5.29463194800973;32116.40625;13.5398962288875;253526.32595339662;32116.40625;253526.32595339662;29.48252113;40.72631945520959;0.010303973269802586;7.89398178550555;839.7597363697084;-27.370661696684763;86577386.43698;207832766.421242;84145925.93484153;41357;41614;2936566.58652009;23181203.1459138;130.1650642251;1027.5206461020996;1.00940728037363;7.968242685426129;5416688.982663325;42759244.16689287;0.06060911961375839;0.03166600927613161;0.02919911134165108
2016-12-11;15625;6098;10250128;1680.89996720236;714590419.4522216;82937850219048.3;0.000939710569715706;0.00773353489587087;0.000456616521291;0.003757816412029331;36.80282475236215;302.8761606620204;5.85682105173256;31778.90625;13.358526573977;261530.82487018907;31778.90625;261530.82487018907;99.54580561;41.43596511802144;0.01068103810679341;8.2296987445938;757.2602858951876;-20.02278721954926;86830689.87448;204058896.015631;84399229.37234153;39164;40401;872268.694222519;7178508.577791538;47.4772599285071;390.7235464303884;1.00582321;8.277622008620305;1918128.778371615;15785621.999334121;0.061098301166002233;0.04972176906720159;0.03959938288868551
2016-12-29;15585;6082;10208087;1678.40956922065;725640017.824238;78498064490359.8;0.000874410114863583;0.0072598722493524585;0.000468734510958;0.0038917123790919044;40.70029320645889;337.9180137185136;5.52631754015395;31818.75;13.2882735348836;264178.16560839064;31818.75;264178.16560839064;31.00479473;48.625470385858854;0.008528930061644024;8.30259408708358;826.0959712812397;1.643633039353155;87399192.37448;203823244.696917;84967732.88286653;46546;42848;2818892.79171754;23404122.62463657;119.925168797588;995.6899973513544;1.01193894270086;8.40171828215777;5138553.632639038;42663325.006510735;0.049748232815189024;0.05256757961234684;0.0408693244260861
2017-02-01;16645;6009;9658624;1607.35962722583;948670666.49975;111556529192168.0;0.000855740578484064;0.009175944117511069;0.000479532556167;0.005141936760449618;38.1155411062726;408.7057269382097;7.75811863951735;31332.1875;12.9263747601685;335969.1112097156;31332.1875;335969.1112097156;91.79810069;74.69378200153808;0.010858183994124353;10.7228105669199;338.2864942150679;27.980739456600677;88472202.37448;204640997.683556;86120742.88286653;44541;41939;963769.421222139;10334316.933955029;36.2807393018549;389.0314947615958;1.00346675328358;10.759983905661976;1521577.9255804918;16315591.858806558;0.03648269553267631;0.045268905953169854;0.04649268606478581
2017-02-07;16941;5998;10958310;1826.99399799933;1018444293.6385431;119408174053679.0;0.000888225716320006;0.010202960254895184;0.000525;0.006030622662010538;46.06871500266975;529.186736580581;8.28933543009843;31491.40625;12.9643423746566;361738.6441711053;31491.40625;361738.6441711053;88.37758277;79.26449647538786;0.010902271876991897;11.4869003085915;260.7952959765378;10.0425655526256;88661367.84323;204935883.079444;86309908.35161653;51866;45307;1003211.0527141;11523785.351003999;30.4377263541863;349.63512825072627;1.00584403;11.554030098601919;1379042.0679291177;15840918.755655643;0.03592486055083502;0.022857477854875734;0.038866866973807826
